"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Vessel.Name","skylight_Flag","skylight_Vessel.Type","skylight_Category","skylight_Gear.Types","skylight_Length..m.","skylight_Skylight.Link","skylight_dark_rendezvous..Phase.1.","skylight_fishing_activity_history..Phase.1.","skylight_standard_rendezvous..Phase.1.","skylight_viirs..Phase.1.","skylight_Total..Phase.1.","skylight_dark_rendezvous..Phase.2.","skylight_fishing_activity_history..Phase.2.","skylight_standard_rendezvous..Phase.2.","skylight_viirs..Phase.2.","skylight_Total..Phase.2.","skylight_Grand.Total","skylight_Area.Presence","skylight_New.Vessel.since.2025..based.on.MMSI.","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","phase1_2026"
"431020035",NA,"HANABUSAMARU",NA,"JPN","fishing","drifting_longlines",2026-05-18 03:15:23,"JPN","JPN-488",4,13.83,0,2,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e17c55424-4733-1247-5e23-100443c48482?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431046000",NA,"KOEIMARU","JH3463","JPN","fishing","pole_and_line",2026-05-27 07:13:05,"JPN","TATEYAMA",4,4.67,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8dbd95455-5c5a-831f-bb5b-8a960c0622c9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,2000,"","KIHOKU, MIE","JAPAN"," ","HASHIMOTO M","","HASHIMOTO M","HASHIMOTO M"," ","","","","","","","",FALSE,TRUE,FALSE
"431047000",NA,"TAKATOYO MARU NO.88","JDXT","JPN","fishing","drifting_longlines",2026-05-21 02:39:31,"JPN","YAIZU",3,10.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a47d5ab63-3367-0259-c1a1-cf9b5e3ee34d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431069000",NA,"SAGAMYOJINMARU NO.88","7KCP","JPN","fishing","pole_and_line",2026-05-28 05:21:29,"JPN","TATEYAMA",4,3.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ea98f409f-fbda-ef33-da76-b99918278909?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,41,2019,"","KUROSHIO, KOCHI","JAPAN","OCEAN LEASE KK","OCEAN LEASE KK","JAPAN","MYOJIN SUISAN KK","MYOJIN SUISAN KK"," ","","","","","","","",FALSE,TRUE,FALSE
"431100048",NA,"88KOYOMARU",NA,"JPN","fishing","squid_jigger",2026-05-07 02:52:04,"JPN","JPN-304",4,24.88,0,5,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/54dde5db2-2da8-7263-9e69-f08348859e56?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",FALSE,TRUE,FALSE
"431159000","9066306","SHOKIMARU NO.36","JIKD","JPN","fishing","tuna_purse_seines",2026-05-05 07:56:26,"JPN","ISHINOMAKI",4,26.67,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9d8deaf1d-dc2e-5caa-9e8e-632301f8ca7c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431171000",NA,"ASAHI MARU NO8","JDYL","JPN","fishing","pole_and_line",2026-05-28 21:14:32,"JPN","YAIZU",4,3.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a3275946c-cc38-5731-791a-2c52feb9b1b6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431200010",NA,"FUKUYOSHIMARU","JH3244","JPN","fishing","pole_and_line",2026-05-28 20:35:55,"JPN","KESENNUMA",4,3.13,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/89c40e37d-d82e-0f66-bdb3-45949c3544ce?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431200150",NA,"FUKUTOKUMARU NO.88","JH3407","JPN","fishing","pole_and_line",2026-05-28 21:45:48,"JPN","JPN-488",4,3.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/52b0a84e2-21f9-f0d4-2ad9-29626ac66c55?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0,1996,"FUKUTOKU MARU NO. 78","NICHINAN, MIYAZAKI","JAPAN"," ","FUKUTOKU SUISAN YK","","FUKUTOKU SUISAN YK","FUKUTOKU SUISAN YK"," ","","","","","","","",FALSE,TRUE,FALSE
"431200184",NA,"SAGAMYOJINMARU NO.83","JH3456","JPN","fishing","pole_and_line",2026-05-28 04:40:44,"JPN","TATEYAMA",4,3.79,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/749ebc17a-a02f-7ab6-437a-83b2cc115c59?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,0,1997,"SUMIYOSHI MARU","KUROSHIO, KOCHI","JAPAN"," ","MYOJIN SUISAN KK","","MYOJIN SUISAN KK","MYOJIN SUISAN KK"," ","","","","","","","",FALSE,TRUE,FALSE
"431200970",NA,"EISEIMARU NO.31","JJCP","JPN","fishing","pole_and_line",2026-05-22 09:16:20,"JPN","YAIZU",4,9.58,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c20939f70-01a7-5612-a572-d2060aa95d83?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",TRUE,FALSE,FALSE
"431225000","9629914","ONE CONTRIBUTION","7KPZ","JPN","fishing","set_longlines",2026-05-26 05:42:17,"CHN","HONGKONG",4,5.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/de98f435b-bfd4-3095-3495-e6faf627f503?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431236000",NA,"SOHOMARU NO16","JD5345","JPN","carrier","carrier",2026-05-27 22:59:10,"JPN","ISHINOMAKI",3,4.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/66396cb7f-fbba-c778-ac63-c44379a8815d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431245000","9775191","MATSUEI MARU NO8","7JUS","JPN","fishing","drifting_longlines",2026-05-22 10:47:05,"JPN","SHIMIZU",3,9.54,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aadef4a9a-a030-2bee-43ca-4ade18069acb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,57.43,2015,"","ICHIKIKUSHIKINO, KAGOSHIMA","JAPAN","KUSHIKINO MAGURO CO LTD","KUSHIKINO MAGURO CO LTD","JAPAN","KUSHIKINO MAGURO CO LTD","KUSHIKINO MAGURO CO LTD","KUSHIKINO MAGURO CO LTD","","","","","","","",FALSE,TRUE,FALSE
"431249000","9882839","GOEI MARU NO,78","7KFG","JPN","fishing","drifting_longlines",2026-05-13 22:39:16,"JPN","SHIMIZU",4,18.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1a584f69-9ed1-e81b-4366-1bd32482cabe?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,57.43,2019,"","MUROTO, KOCHI","JAPAN"," ","GOEIMARU","JAPAN","GOEIMARU","GOEIMARU"," ","","","","","","","",TRUE,FALSE,FALSE
"431258000",NA,"SEIFUKUMARU NO.18","JH3481","JPN","fishing","pole_and_line",2026-05-28 19:48:04,"JPN","MISAKI",3,3.17,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ed384f4d1-1976-8901-beca-f0d45d734bf7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,0,2002,"","KIHOKU, MIE","JAPAN"," ","MIZUTANI S","","MIZUTANI S","MIZUTANI S"," ","","","","","","","",FALSE,TRUE,FALSE
"431295000",NA,"YOSHIMARU NO81","JM6657","JPN","fishing","pole_and_line",2026-05-28 23:13:01,"JPN","JPN-488",4,3,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4d393e711-1c44-1d35-f637-8741894768a4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,1999,"","NICHINAN, MIYAZAKI","JAPAN"," ","YOSHI MARU SUISAN","","YOSHI MARU SUISAN","YOSHI MARU SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431300000","9991197","TRITON HIGHWAY","7KRN","JPN","fishing","drifting_longlines",2026-05-26 06:43:13,"JPN","TOYOHASHI",3,5.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fb023192e-e442-d80f-afdf-f38f3f27fb6c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,54.8,1989,"","ICHIKIKUSHIKINO, KAGOSHIMA","JAPAN"," ","KYOEI SUISAN YK","","KYOEI SUISAN YK","KYOEI SUISAN YK"," ","","","","","","","",FALSE,TRUE,FALSE
"431300000","9991197","TRITON HIGHWAY","7KRN","JPN","fishing","drifting_longlines",2026-05-26 06:43:13,"JPN","TOYOHASHI",3,5.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fb023192e-e442-d80f-afdf-f38f3f27fb6c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77509,199.93,2025,"","KOBE, HYOGO","JAPAN","TOKYO CENTURY CORP","TLC BEGONIA LTD","JAPAN","KAWASAKI KISEN KAISHA LTD","KAWASAKI KISEN KAISHA LTD","K LINE RORO BULK SHIP MGMT CO","","","","","","","",FALSE,TRUE,FALSE
"431311000",NA,"ATAGO MARU NO.21","JM6660","JPN","fishing","pole_and_line",2026-05-27 22:27:46,"JPN","JPN-488",4,4.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f6a563b15-5847-23f7-ab2f-c5f90db2bcfb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0,2000,"","NICHINAN, MIYAZAKI","JAPAN"," ","SUGIMOTO SUISAN","","SUGIMOTO SUISAN","SUGIMOTO SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431378000","9882841","KINSAI MARU NO.1","7KFQ","JPN","fishing","drifting_longlines",2026-05-28 23:00:33,"JPN","KAGOSHIMA",3,3,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c50ff9477-7627-7818-618d-a88e1a068fb4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,57.43,2019,"","ICHIKIKUSHIKINO, KAGOSHIMA","JAPAN","KUSHIKINO MAGURO CO LTD","KUSHIKINO MAGURO CO LTD","JAPAN","KUSHIKINO MAGURO CO LTD","KUSHIKINO MAGURO CO LTD"," ","","","","","","","",FALSE,TRUE,TRUE
"431380000","9189031","KINEI MARU NO.53","JBAS","JPN","fishing","drifting_longlines",2026-05-28 22:06:33,"JPN","YAIZU",3,3.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bef6094c-c747-3b03-f10d-56c1b27de7f2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,51,1998,"","KAMAISHI, IWATE","JAPAN"," ","HAMAKAWA Y","JAPAN","HAMAKAWA Y","HAMAKAWA Y"," ","","","","","","","",TRUE,FALSE,FALSE
"431410000","9810745","TOKUEIMARU NO.17","7JXY","JPN","fishing","pole_and_line",2026-05-10 06:20:38,"JPN","JPN-356",4,21.71,0,9,29,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d194ecbab-bd7c-ea1c-6cb9-0d9875939595?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65.45,2016,"","OWASE, MIE","JAPAN"," ","OKINAKA H","JAPAN","OKINAKA H","OKINAKA H"," ","","","","","","","",TRUE,FALSE,FALSE
"431413000","1118402","EISEIMARU NO8","7KTH","JPN","fishing","inconclusive",2026-05-26 08:45:43,"JPN","ISHINOMAKI",4,5.63,0,0,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5f19e9870-088c-88f7-ed0c-84c9874dd7fb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431484000","9816438","ASAHIMARU NO.11","7JYQ","JPN","fishing","pole_and_line",2026-05-24 08:13:10,"JPN","YAIZU",4,7.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3f90e8f6c-c0af-02fa-e773-05e9d30d80eb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65.45,2017,"","MAKURAZAKI, KAGOSHIMA","JAPAN"," ","ASAHI GYOGYO KK","JAPAN","ASAHI GYOGYO KK","ASAHI GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431500130",NA,"SINSEIMARU NO.23",NA,"JPN","fishing","drifting_longlines",2026-05-22 22:37:46,"JPN","SENDAI",4,9.04,0,1,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/23b007160-0b74-8722-30e8-4ff497a91a47?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1993,"YUJIN MARU NO. 1","SUSAKI, KOCHI","JAPAN","SHIMIZU K","SHIMIZU K","JAPAN","SHIMIZU K","SHIMIZU K"," ","","","","","","","",TRUE,FALSE,FALSE
"431500637",NA,"HASHIMURATERUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-08 05:53:16,"JPN","SHIOGAMA",4,23.75,0,6,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4f07e13d5-5fa9-3125-ec50-1c8b785e12a6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1997,"","TOSA, KOCHI","JAPAN"," ","HASHIMURA CO LTD","JAPAN","HASHIMURA CO LTD","HASHIMURA CO LTD"," ","","","","","","","",TRUE,FALSE,FALSE
"431500940",NA,"KATURAMARU  NO.11",NA,"JPN","fishing","drifting_longlines",2026-05-27 08:03:41,"JPN","KESENNUMA",4,4.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5f04963a0-0433-54d2-81df-74b75c92f8c7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431501605",NA,"SYUUHOUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-11 04:11:53,"JPN","KESENNUMA",4,20.79,0,6,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/82c942474-42d7-74b2-d607-a4236281f29d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1999,"","TOSA, KOCHI","JAPAN"," ","TOCHIKA SUISAN","JAPAN","TOCHIKA SUISAN","TOCHIKA SUISAN"," ","","","","","","","",TRUE,FALSE,FALSE
"431501683",NA,"KAIENMARU NO.57",NA,"JPN","fishing","drifting_longlines",2026-05-25 00:55:07,"JPN","SENDAI",4,6.96,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7e3d7221f-f044-94c2-f45a-034302b77860?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431501689",NA,"EIYUUMARU NO.21",NA,"JPN","fishing","drifting_longlines",2026-05-23 13:46:14,"JPN","SHIOGAMA",4,8.42,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f20e96b51-1ca7-2e99-b312-46db5178491c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2001,"","MUROTO, KOCHI","JAPAN"," ","EIYUMARU SUISAN","JAPAN","EIYUMARU SUISAN","EIYUMARU SUISAN"," ","","","","","","","",TRUE,FALSE,TRUE
"431501724",NA,"KAIENMARU NO.1",NA,"JPN","fishing","drifting_longlines",2026-05-27 04:45:45,"JPN","SENDAI",4,4.79,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d46be2e94-4c2f-6150-f47f-33b9e4e8a6ac?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2002,"","SHIOGAMA, MIYAGI","JAPAN"," ","MURAKAMI SHOJI INC","JAPAN","MURAKAMI SHOJI INC","MURAKAMI SHOJI INC"," ","","","","","","","",TRUE,FALSE,TRUE
"431501762",NA,"RYOYUMARU NO.1",NA,"JPN","fishing","drifting_longlines",2026-05-18 00:34:13,"JPN","CHOSHI",4,13.96,0,9,15,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/383a2af44-42aa-8168-d774-e889e94af205?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2003,"","TOSA, KOCHI","JAPAN"," ","NAKAMURA GYOGYO","","NAKAMURA GYOGYO","NAKAMURA GYOGYO"," ","","","","","","","",FALSE,TRUE,TRUE
"431501805",NA,"YUJINMARU",NA,"JPN","fishing","drifting_longlines",2026-05-28 11:23:57,"JPN","KATSUURA",4,3.5,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/176cd5702-26a7-a33d-1aff-62adeef58fa5?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431501822",NA,"NO.5KOWAMARU",NA,"JPN","fishing","drifting_longlines",2026-05-17 21:42:59,"JPN","SENDAI",4,14.08,0,6,0,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a31f92cab-bd3a-f9a9-9555-7523b90f420e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2005,"","MUROTO, KOCHI","JAPAN","HASEGAWA M","HASEGAWA M","JAPAN","HASEGAWA M","HASEGAWA M"," ","","","","","","","",TRUE,FALSE,FALSE
"431501831",NA,"MASU MARU",NA,"JPN","fishing","drifting_longlines",2026-05-17 23:26:58,"JPN","KATSUURA",4,14,0,0,0,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/00e350440-0157-0c86-8c16-c6cf375ccfbf?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431517000",NA,"KANAE MARU","7KFR","JPN","fishing","drifting_longlines",2026-05-20 00:50:32,"JPN","KESENNUMA",4,11.96,0,5,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c394c9025-51ff-05f6-c3cc-7ae5d5deeea9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,38.91,2019,"","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA KANAE GYOGYO KK","JAPAN","KESENNUMA KANAE GYOGYO KK","KESENNUMA KANAE GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431579000",NA,"MEIHO MARU NO37","7KAV","JPN","fishing","pole_and_line",2026-05-13 02:15:51,"JPN","ISHINOMAKI",4,18.88,0,9,22,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ade2fd018-8acc-7a73-5e08-47e28604ab4f?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65.45,2017,"","SHIOGAMA, MIYAGI","JAPAN"," ","MEIHO GYOGYO KK","JAPAN","MEIHO GYOGYO KK","MEIHO GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431586000",NA,"HAYAMA MARU","7KJP","JPN","fishing","inconclusive",2026-05-26 16:07:50,"JPN","KESENNUMA",4,5.29,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/38e9f0682-28b2-17c0-c535-44d565c4673e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431600220",NA,"KIFUKUMARU NO51","JM6090","JPN","fishing","drifting_longlines",2026-05-26 22:35:21,"JPN","KESENNUMA",3,5.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0a38fd5b-b945-b5b0-1782-a547eaf9e6da?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,37.4,1994,"","NANGO, MIYAZAKI","JAPAN"," ","KIFUKU SUISAN","JAPAN","KIFUKU SUISAN","KIFUKU SUISAN"," ","","","","","","","",TRUE,FALSE,TRUE
"431600490",NA,"EIKOUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-06 10:28:21,"JPN","CHOSHI",4,25.54,0,11,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c095dd062-2bc1-9fda-dbcf-2c75c7d78a58?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1996,"","HYUGA, MIYAZAKI","JAPAN"," ","EIKO MARU INC","JAPAN","EIKO MARU INC","EIKO MARU INC"," ","","","","","","","",TRUE,FALSE,FALSE
