"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Name","skylight_Skylight.Link","skylight_dark_rendezvous","skylight_eo_landsat_8_9","skylight_fishing_activity_history","skylight_standard_rendezvous","skylight_viirs","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","inital_list_2026"
"412420252",NA,"NING TAI 35","BZ5UV","CHN","fishing","squid_jigger",2026-05-25 03:42:52,"CHN","ZOUSHAN",3,6.83,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7d487e3c4-407f-d593-9d3b-b491ce86aa14?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420273",NA,"HAI YI 788","BZ4VB","CHN","fishing","squid_jigger",2026-05-14 09:56:35,"CHN","ZHOUSHAN",3,17.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04eb83c73-3cdc-dac8-c6e0-909e1d37a325?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420418",NA,"ZHOUHONGYUAN2","BZ2VF","CHN","fishing","squid_jigger",2026-04-02 02:08:13,"CHL","PUNTA ARENAS",4,59.88,0,5,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/371af0396-6341-87bf-cb43-968de6b14d88?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"412420534",NA,"PU YUAN 805","BZ1VO","CHN","fishing","squid_jigger",2026-05-30 07:40:58,"CHN","ZOUSHAN",3,1.67,0,0,0,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04e6f84e1-1b84-0575-5352-e1faf37e8aa4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420539",NA,"JINHAI711","BZ9VF","CHN","fishing","squid_jigger",2026-05-30 21:37:28,"CHN","ZOUSHAN",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8e31e2bf3-39c2-52b5-dcf9-1d52ba815171?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420574",NA,"SHUN HANG 68","BZ9VH","CHN","fishing","squid_jigger",2026-05-27 12:42:55,"CHN","ZOUSHAN",3,4.46,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a51bc4230-08fb-b288-0ea4-15139fe6b3de?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420611","8779085","NING TAI 58","BZ7VQ","CHN","fishing","squid_jigger",2026-05-30 10:28:08,"CHN","ZOUSHAN",3,1.54,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/289fc1a77-7967-54ed-7545-81449d318927?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420644",NA,"ZHOU HONG YUAN 7","BZ5VM","CHN","fishing","squid_jigger",2026-05-29 05:59:13,"CHN","ZOUSHAN",3,2.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aca6932bd-d8d1-5061-4855-2d06493f8ab9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420652",NA,"RUN DA 677","BZ8VJ","CHN","fishing","fishing",2026-05-30 13:34:29,"CHN","ZHOUSHAN",3,1.42,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b0b750ee9-95a0-aff7-fa77-f7949be96933?&start=2026-04-30&end=2026-06-02"")",8777556,"RUN DA 677","https://app.skylight.earth/vesseldetails/412420652?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420787",NA,"HANYI 16","BZ2VN","CHN","fishing","fishing",2026-05-27 14:37:53,"CHN","LIUHENG",3,4.38,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bbd9b437d-d3c5-06dd-8a88-1ef71b149077?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420798",NA,"HUA YING 205","BZ5VR","CHN","fishing","fishing",2026-05-30 21:34:18,"CHN","DIASHAN",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9c056efe1-18ea-0cf8-6ef5-9a49c916ee47?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420804",NA,"NING  TAI  17","BZ8VT","CHN","fishing","squid_jigger",2026-05-30 23:45:27,"CHN","ZHOUSHAN",3,1,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9eab9024e-ea11-80d9-0845-dda271f3f77e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420807",NA,"PUYUAN868","BZ9V0","CHN","fishing","squid_jigger",2026-05-25 09:17:34,"CHN","LIUHENG",3,6.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/902691f7f-f94c-d8da-faf5-ca4e98a81d3c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420809",NA,"MING XIANG818","BZ5VN","CHN","fishing","squid_jigger",2026-05-28 07:10:29,"CHN","ZOUSHAN",3,3.67,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0d594db66-6431-ec0c-9eb6-1a165cbacfba?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412420954",NA,"XIN HAI 61","BZV2S","CHN","fishing","fishing",2026-04-15 08:08:37,"CHN","NINGBO",4,46.63,0,21,32,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2454ae9dc-cfad-2f69-07a9-915bc8c16787?&start=2026-04-30&end=2026-06-02"")",8786777,"XINHAI1201","https://app.skylight.earth/vesseldetails/412420954?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,1,0,0,480,0,2011,"ZHE PU YU 12809","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412420956",NA,"XIN HAI 62","BZV3S","CHN","fishing","fishing",2026-04-15 08:13:56,"CHN","NINGBO",4,46.63,0,23,67,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebae40948-80c7-f3b1-79fc-f49ee969f421?&start=2026-04-30&end=2026-06-02"")",8786789,"XINHAI1202","https://app.skylight.earth/vesseldetails/412420956?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,2,0,0,479,0,2012,"ZHE PU YU 12807","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412420968","8782599","WANXIN32","BZV6U","CHN","fishing","squid_jigger",2026-05-29 23:15:08,"CHN","ZOUSHAN",3,2,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aaeac977a-ae52-ca95-5c89-5f0d4dcd0b12?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421002",NA,"ZHONG JU 18","BZV7Y","CHN","fishing","fishing",2026-05-30 21:48:04,"CHN","ZOUSHAN",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/63b965b50-08ee-8d55-d7ee-2841f00f7de8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421003",NA,"NING TAI 83","BZV1Z","CHN","fishing","squid_jigger",2026-05-23 10:28:22,"CHN","ZOUSHAN",3,8.54,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/307a70023-32c3-7e91-f51b-970311327c1b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421005",NA,"SHUN XING 16","BZV7Z","CHN","fishing","squid_jigger",2026-05-30 14:31:00,"CHN","ZOUSHAN",3,1.38,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b57accbca-a9df-10ec-bf00-5f96a8ba3866?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421008",NA,"XIN HAI 1206","BZV4Z","CHN","fishing","fishing",2026-04-10 09:45:03,"CHN","CHN-2289",4,51.58,0,12,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baa8c4c19-9961-d924-0860-1131b7e3e9d6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,610,0,2016,"","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421011",NA,"XIN HAI 1208","BZV6Z","CHN","fishing","fishing",2026-04-10 09:37:50,"CHN","CHN-2289",4,51.58,0,16,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e45ce64f-f565-8a0e-ee1e-0b059565e65c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,610,0,2016,"","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421012",NA,"XINHAI1207","BZV5Z","CHN","fishing","fishing",2026-04-10 09:40:28,"CHN","CHN-2289",4,51.58,0,6,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/73304b604-4727-e368-9cc6-ecbb16ec4c7a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,610,0,2016,"","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421012",NA,"XINHAI1207",NA,"CHN","fishing","fishing",2026-05-24 04:05:00,"CHN","ZHOUSHAN",4,7.79,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f9ef4484f-fde6-d52b-8ca7-6282e14be6dc?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,610,0,2016,"","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421017",NA,"ZHOU PU 98","BZV5U","CHN","fishing","squid_jigger",2026-05-30 10:53:52,"CHN","ZHOUSHAN",3,1.54,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6aa2c1d8d-d686-69d1-fcb0-9af72c36ef72?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421035",NA,"XIN HAI 1225","BZW8E","CHN","fishing","fishing",2026-03-31 11:08:20,"CHN","CHN-2289",4,61.5,0,8,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/920c1cd06-62cd-c834-4881-582b57f04169?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,611,0,2011,"ZHE PU YU 12888","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Yes","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421036",NA,"XIN HAI 79","BZW9E","CHN","fishing","fishing",2026-04-15 08:22:35,"CHN","NINGBO",4,46.63,0,24,84,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b3fd913a6-67ff-be7a-b7db-851a6d4545ea?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,515,0,2012,"ZHE PU YU 82222","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421042","9819583","ZHOU YU 907","BZW2E","CHN","fishing","squid_jigger",2026-05-30 21:57:54,"CHN","ZHOUSHAN",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d60b492c6-6b74-5761-e9c1-8ca0ac1ed2ec?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421057",NA,"HUALI28","BZW6G","CHN","fishing","squid_jigger",2026-05-30 12:42:54,"CHN","ZOUSHAN",3,1.46,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5b8ef861e-ed15-75e1-561e-0c56a68b79ae?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412421075",NA,"XIN HAI 1273","BZW5L","CHN","fishing","fishing",2026-03-28 11:44:39,"CHN","CHN-2289",4,64.5,0,22,15,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/84c14dc2c-c409-cbca-d694-f55fab531b97?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,706,0,2012,"ZHE PU YU 80016","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421076","8788062","XIN HAI 1235","BZW4L","CHN","fishing","fishing",2026-03-31 10:44:20,"CHN","CHN-2289",4,61.54,0,39,50,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/26ed9cf93-3621-89ad-42a0-0506f802b1d9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,706,0,2012,"ZHE PU YU 32397","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","[XIN HAI 1219, XIN HAI 1225]","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412421139","9861110","ZHOU YU 909","BZUL7","CHN","fishing","fishing",2026-04-22 09:08:58,"CHN","ZHOUSHAN",4,39.58,0,29,36,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2868d475c-cecb-3573-ad78-c9e9046a70d2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,278,43.5,2018,"","ZHOUSHAN, ZHEJIANG","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS"," ","Sister Ship","","","Multiple","ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ","","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
JAC Intrep 005 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",TRUE,FALSE,TRUE
"412421146","9861122","ZHOU YU 910","BZUL8","CHN","fishing","fishing",2026-04-22 08:31:27,"CHN","ZHOUSHAN",3,39.63,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/80301ea4e-ea4e-4bb8-0f33-4ddc6fc2a19b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,278,43.5,2018,"","ZHOUSHAN, ZHEJIANG","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS"," ","Sister Ship","","","Multiple","ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ","","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
JAC Intrep 005 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",TRUE,FALSE,TRUE
"412422694",NA,"HUAYING817","BZV7K","CHN","fishing","fishing",2026-05-30 02:05:04,"CHN","DIASHAN",3,1.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7268bf72b-b596-8704-0254-618e48be39c2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412435469","9872303","OUYA18","BZUU4","CHN","fishing","fishing",2026-05-24 02:23:35,"CHN","ZOUSHAN",3,7.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/34200c8e2-2273-d2cc-46ea-ecaf39a11c75?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412439601",NA,"OUYA19","BZ5VZ","CHN","fishing","squid_jigger",2026-05-30 16:41:48,"CHN","SHIPU",3,1.29,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6f2951ced-dc14-998d-fd81-ec937b83f643?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412440152","8685349","FUYUANYU7633","BZ5UX","CHN","fishing","squid_jigger",2026-05-30 22:50:13,"CHN","ZOUSHAN",3,1.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7226bcebf-f152-921e-2c72-1b89320b2368?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
