DFO_VOI,shipname,possible_shipname,MMSI,IMO,call_sign,possible_callsign,past_ship_name,Vessel_flag,Vessel_type,Geartype,gross_tonnage,year_of_build,length_overall_meters,highest_responsible_party,group_beneficial_owner,country_of_control_highest_responsible_party_,registered_owner,doc_company,ship_manager,technical_manager,pandi_club,port_of_registry,operator,imo_in_fleet_vessel_with_iuuderog,mmsi_in_fleet_vessel_with_iuuderog,in_fleet_vessel_with_iuuderog,risk_indicator,description,Allegation / Indicator,Source
FALSE,LURONGYUANYUYUN178,[LURONGYUANYUYUN178],412549473,9861275,BZYF3,[BZYF3],,CHN,CARRIER,CARRIER,2449,2018,82.15,RONGCHENG MARINE FISHERY CO,RONGCHENG MARINE FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG MARINE FISHERY CO,UNKNOWN,RONGCHENG MARINE FISHERY CO,UNKNOWN,UNKNOWN,"SHIDAO, SHANDONG",RONGCHENG MARINE FISHERY CO,8777269,412328764,HAI YANG 6,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Transmission gaps and The Hai Yang 6 disembarked a dead body in Montevideo, 09-09-2016.",HUMAN RIGHTS ABUSE / IUU,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/hai-yang-6/
FALSE,FU YUAN YU 8281,[FU YUAN YU 8281],412549487,8573106,BZW1Z,[BZW1Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FU YUAN YU 8282,[FU YUAN YU 8282],412549488,8573118,BZW2Z,[BZW2Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8283,[FUYUANYU8283],412549489,8573120,BZW3Z,[BZW3Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FU YUAN YU 8285,"[AN CA7@/ SHAN, FU YUAN YU 8285]",412549491,8573132,BZW5Z,"[1UY, BZW5Z]",,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8286,[FUYUANYU8286],412549492,8573144,BZW6Z,[BZW6Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FU YUAN YU 8287,[FU YUAN YU 8287],412549493,8573156,BZW7Z,[BZW7Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8288,[FUYUANYU8288],412549495,8573168,BZW8Z,[BZW8Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8289,[FUYUANYU8289],412549496,8573170,BZW9Z,[BZW9Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8290,[FUYUANYU8290],412549497,9929156,BZW4Z,[BZW4Z],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FUYUANYU8291,[FUYUANYU8291],412549498,9929168,BZW1X,[BZW1X],,CHN,FISHING,FISHING,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FU YUAN YU YUN 878,[FU YUAN YU YUN 878],412549501,9920930,BZW8Y,[BZW8Y],,CHN,CARRIER,CARRIER,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,FU YUAN YU 7008,[FU YUAN YU 7008],412549507,9930997,BZU2D,[BZU2D],,CHN,FISHING,FISHING,1596,2021,,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
FALSE,FU YUAN YU 7009,[FU YUAN YU 7009],412549508,9930868,BZU3D,[BZU3D],,CHN,FISHING,FISHING,1596,2021,,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
FALSE,FU YUAN YU 7010,[FU YUAN YU 7010],412549509,9930870,BZU4D,[BZU4D],,CHN,FISHING,FISHING,1596,2021,,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
FALSE,FU YUAN YU 7011,[FU YUAN YU 7011],412549511,9930882,BZU5D,[BZU5D],,CHN,FISHING,FISHING,1596,2021,,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
FALSE,FU YUAN YU 7012,[FU YUAN YU 7012],412549512,9930894,BZU6D,[BZU6D],,CHN,FISHING,FISHING,1596,2021,,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFENG FISHERY CO,UNKNOWN,FUJIAN CHANGFENG FISHERY CO,FUJIAN CHANGFENG FISHERY CO,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFENG FISHERY CO,8687696,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Sea Shepherd observed the vessel retrieving longline gear in the IATTC Convention Area. The vessel was using metal branch lines running directly from longline floats, which is in violation of IATTC resolutions.",IUU,https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf
TRUE,XIN HAI LENG 1,[XIN HAI LENG 1],412549528,8537360,BZT08,[BZT08],,CHN,CARRIER,CARRIER,,,,UNKNOWN,,,,,,,,,,,,,,,,
FALSE,XINHAILENG2,"[XINHAILENG2, XIN HAI LENG 2]",412549529,,BZT09,"[BZTO9, BZT09]",,CHN,CARRIER,CARRIER,,,,UNKNOWN,,,,,,,,,,,,,,,,
TRUE,HAILI,[HAILI],412549556,8607244,BIWV,[BIWV],KAI LI,CHN,CARRIER,CARRIER,7847,1992,120.7,SHANDONG BLUE OCEAN FISHERY CO,,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG BLUE OCEAN FISHERY CO,UNKNOWN,SHANDONG BLUE OCEAN FISHERY CO,SHANGHAI KAICHUANG FISHERIES,UNKNOWN,"SHIDAO, SHANDONG",SHANDONG BLUE OCEAN FISHERY CO,,,,,,,
FALSE,FU YIAN YU F86,"[FU YIAN YU F86, FUYUANYU F86]",412694950,,YYYY,"[BZ1UR, YYYY]",,CHN,CARRIER,CARRIER,1588,1988,77,LIANJIANG NEW NGEE ANN,LIANJIANG NEW NGEE ANN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN CHANGFU FISHERY CO LTD,UNKNOWN,FUJIAN CHANGFU FISHERY CO LTD,UNKNOWN,UNKNOWN,"FUZHOU, FUJIAN",FUJIAN CHANGFU FISHERY CO LTD,,,,,,,
FALSE,MING HUA,[MING HUA],412699210,,BZ7UI,[BZ7UI],,CHN,FISHING,SQUID_JIGGER,1273,2006,0,CNFC OVERSEAS FISHERY,CNFC OVERSEAS FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",CNFC OVERSEAS FISHERY,UNKNOWN,CNFC OVERSEAS FISHERY,UNKNOWN,UNKNOWN,"ZHOUSHAN, ZHEJIANG",CNFC OVERSEAS FISHERY,8947204,412283999,CHANG RONG 3,THIS VESSEL HAS IUU/DEROG REPORTS,history of large transmission gaps,DARK ACTIVITY,https://www.theoutlawocean.com/investigations/china-the-superpower-of-seafood/bait-to-plate/vessels/ming-hua/
FALSE,MING MAO,[MING MAO],412699220,,BZ8UI,[BZ8UI],,CHN,FISHING,SQUID_JIGGER,1273,2006,0,CNFC OVERSEAS FISHERY,CNFC OVERSEAS FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",CNFC OVERSEAS FISHERY,UNKNOWN,CNFC OVERSEAS FISHERY,UNKNOWN,UNKNOWN,"ZHOUSHAN, ZHEJIANG",CNFC OVERSEAS FISHERY,8947204,412283999,CHANG RONG 3,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Physical abuse of crew allegations,HUMAN RIGHTS ABUSE,C4ADS Internal Source Available Upon Request
FALSE,HUA YING 207,[HUA YING 207],412699820,,BZ4UM,[BZ4UM],,CHN,FISHING,SQUID_JIGGER,491,2006,39.89,ZHOUSHAN HUAYING OCEAN,,"CHINA, PEOPLE'S REPUBLIC OF",ZHOUSHAN HUAYING OCEAN,UNKNOWN,ZHOUSHAN HUAYING OCEAN,UNKNOWN,UNKNOWN,"ZHOUSHAN, ZHEJIANG",ZHOUSHAN HUAYING OCEAN,,,,,,,
FALSE,YONG YU SING NO.18,[YONG YU SING NO.18],416000146,,BJ4678,[BJ4678],FENG RONG CHING NO. 9,TWN,FISHING,DRIFTING_LONGLINES,99,2001,29.6,LIN S-C,LIN S-C,TAIWAN,LIN S-C,UNKNOWN,LIN S-C,UNKNOWN,UNKNOWN,SUAO,LIN S-C,,,,,,,
FALSE,MAN I FENG NO.22,"[MAN I FENG NO.22, MAN I FENG NO22, 86010]",416000205,,,[BJ4483],,TWN,FISHING,DRIFTING_LONGLINES,62,1995,23.7,LIANG T-C,LIANG T-C,TAIWAN,LIANG T-C,UNKNOWN,LIANG T-C,UNKNOWN,UNKNOWN,KAOHSIUNG,LIANG T-C,,,,,,,
TRUE,BJ4482,"[LIAN YEOU FA, 86011, 987, BJ4482]",416000206,,BJ4482,"[86011, BJ4482, 789]",,TWN,FISHING,FISHING,64,1995,23.13,WU L-F,,TAIWAN,WU L-F,UNKNOWN,WU L-F,UNKNOWN,UNKNOWN,KAOHSIUNG,WU L-F,,,,THIS VESSEL HAS IUU/DEROG REPORTS,"LIAN YEOU FA was found to be violating provisions on fin-to-carcass ratio for blue shark as well as transhipments in port without authorisation on 22 January 2021. Taiwan FA fined the operator of LIAN YEOU FA, Lai-Fwu Wu, an undisclosed amount",IUU,https://www.fa.gov.tw/en/PolicyIUU/content.aspx?id=7&chk=badd616e-9ebb-4223-af8e-c79c71a6ccf5&param=pn%3d1
FALSE,LIAN HER FA,[LIAN HER FA],416000237,,,[BJ4681],,TWN,FISHING,DRIFTING_LONGLINES,73,2001,24.6,SU W-L,,TAIWAN,SU W-L,UNKNOWN,SU W-L,UNKNOWN,UNKNOWN,KAOHSIUNG,SU W-L,,,,THIS VESSEL HAS IUU/DEROG REPORTS,"Catching and killing protected marine annimals, shark finning",IUU,C4ADS Internal Source Available Upon Request
FALSE,TIAN HER FA,[TIAN HER FA],416000238,,BJ4663,[BJ4663],,TWN,FISHING,DRIFTING_LONGLINES,64,2001,25.47,CHERN J-C,,TAIWAN,CHERN J-C,UNKNOWN,CHERN J-C,UNKNOWN,UNKNOWN,KAOHSIUNG,CHERN J-C,,,,,,,
TRUE,LIEN YU FA NO31,[LIEN YU FA NO31],416000855,,BJ4736,[BJ4736],,TWN,FISHING,DRIFTING_LONGLINES,79,2002,26.15,DONGCHENG FISHERIES LTD,DONGCHENG FISHERIES LTD,TAIWAN,DONGCHENG FISHERIES LTD,UNKNOWN,DONGCHENG FISHERIES LTD,UNKNOWN,UNKNOWN,KAOHSIUNG,DONGCHENG FISHERIES LTD,8794059,416004329,DONG CHENG 988,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Illegal Shark Finning,IUU,C4ADS Internal Source Available Upon Request
FALSE,SHIN DER YIH NO.168,[SHIN DER YIH NO.168],416001252,8342105,BJ4505,[BJ4505],,TWN,FISHING,DRIFTING_LONGLINES,73,1996,19.63,CHIEN C-N,CHIEN C-N,TAIWAN,CHIEN C-N,UNKNOWN,CHIEN C-N,UNKNOWN,UNKNOWN,SUAO,CHIEN C-N,,,,,,,
FALSE,MAN YI NO 168,[MAN YI NO 168],416001414,,BJ4651,[BJ4651],,TWN,FISHING,DRIFTING_LONGLINES,95,2000,26.15,LI F-C,LI F-C,TAIWAN,LI F-C,UNKNOWN,LI F-C,UNKNOWN,UNKNOWN,KEELUNG,LI F-C,,,,,,,
FALSE,CHINLONGFA,[CHINLONGFA],416001833,,BJ4744,[BJ4744],MAN CHUAN TSAI,TWN,FISHING,DRIFTING_LONGLINES,59,2003,22.7,HUANG C-L,,TAIWAN,HUANG C-L,UNKNOWN,HUANG C-L,UNKNOWN,UNKNOWN,KAOHSIUNG,HUANG C-L,,,,,,,
FALSE,JIN LONG YU NO.128,[JIN LONG YU NO.128],416001965,,BJ4687,[BJ4687],SHENG I HSING NO. 2,TWN,FISHING,DRIFTING_LONGLINES,72,2001,24.5,SU YY,,TAIWAN,SU YY,UNKNOWN,SU YY,UNKNOWN,UNKNOWN,KAOHSIUNG,SU YY,,,,THIS VESSEL HAS IUU/DEROG REPORTS,Illegal Shark Finning,IUU,C4ADS Internal Source Available Upon Request
FALSE,SHENG YU,[SHENG YU],416002117,,BJ4071,[BJ4071],,TWN,FISHING,DRIFTING_LONGLINES,71,1990,23.75,TSAI S-S,TSAI S-S,TAIWAN,TSAI S-S,UNKNOWN,TSAI S-S,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAI S-S,,,,,,,
FALSE,JIN CHENG LI NO1,[JIN CHENG LI NO1],416002127,,,[BJ4753],YIH SHING NO. 9,TWN,FISHING,DRIFTING_LONGLINES,59,2003,22.15,CHEN W,CHEN W,TAIWAN,CHEN W,UNKNOWN,CHEN W,UNKNOWN,UNKNOWN,KAOHSIUNG,CHEN W,8555178,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Vessel identified unloading shark fins illegally in Taiwanese ports in 2015.,IUU,https://www.greenpeace.org/static/planet4-international-stateless/2016/04/1f3e47c1-taiwan-tuna-rpt-2016.pdf
TRUE,JIN JAAN SHYANG NO.8,[JIN JAAN SHYANG NO.8],416002147,,,[BJ4756],,TWN,FISHING,DRIFTING_LONGLINES,64,2003,23.26,HUNG C-T,HUNG C-T,TAIWAN,HUNG C-T,UNKNOWN,HUNG C-T,UNKNOWN,UNKNOWN,KAOHSIUNG,HUNG C-T,8550386,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Vessel identified unloading shark fins illegally in Taiwanese ports in 2015.,IUU,https://www.greenpeace.org/static/planet4-international-stateless/2016/04/1f3e47c1-taiwan-tuna-rpt-2016.pdf
TRUE,HSIN YU FU NO111,"[XIN XIN NO 2, HSIN YU FU NO111]",416002174,,BK7368,[BK7368],SHIN CHYUAN FU NO. 302,TWN,FISHING,DRIFTING_LONGLINES,49,1993,22,YU S-C,YU S-C,TAIWAN,YU S-C,UNKNOWN,YU S-C,UNKNOWN,UNKNOWN,KAOHSIUNG,YU S-C,8540991,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,"Greenpeace claims that several forced labor conditions took place onboard the vessel, including abuse of vulnerability, retention of identity documents, withholding of wages, debt bondage, abusive working and living conditions, and excessive overtime.",HUMAN RIGHTS ABUSE,https://prod.greenpeaceusa.info/usa/wp-content/uploads/2022/08/FakeMyCatch_EN.pdf
TRUE,MIN FA YU,[MIN FA YU],416002194,,BJ4765,[BJ4765],JIN CHING CHUEN,TWN,FISHING,DRIFTING_LONGLINES,79,2003,25.8,CHEN C-C,CHEN C-C,TAIWAN,CHEN C-C,UNKNOWN,CHEN C-C,UNKNOWN,UNKNOWN,KAOHSIUNG,CHEN C-C,,,,,,,
TRUE,CHIN YU NO.38,[CHIN YU NO.38],416002201,,BJ4771,[BJ4771],SHING MAN TSAI,TWN,FISHING,DRIFTING_LONGLINES,56,2004,24.2,CHEN A-C,,TAIWAN,CHEN A-C,UNKNOWN,CHEN A-C,UNKNOWN,UNKNOWN,KAOHSIUNG,CHEN A-C,,,,THIS VESSEL HAS IUU/DEROG REPORTS,"The operator of CHIN YU NO. 38, An-Chin Chen, was fined an undisclosed amount by the Taiwan FA for not processing shark catch in accordance with the regulations on 5 August 2021",IUU,https://www.fa.gov.tw/en/PolicyIUU/content.aspx?id=7&chk=badd616e-9ebb-4223-af8e-c79c71a6ccf5&param=pn%3d1
FALSE,CHERNG YIH MAAN,[CHERNG YIH MAAN],416002216,,BJ4767,[BJ4767],,TWN,FISHING,DRIFTING_LONGLINES,79,2004,24.9,TIEN T-M,TIEN T-M,TAIWAN,TIEN T-M,UNKNOWN,TIEN T-M,UNKNOWN,UNKNOWN,KAOHSIUNG,TIEN T-M,,,,,,,
TRUE,DA SHENG YI,"[DA SHENG YI, GOANG SHING LIH]",416002222,,BJ4764,[BJ4764],SHEQ FENG TSAIR NO. 23,TWN,FISHING,DRIFTING_LONGLINES,67,2004,24.6,WU M-H,WU M-H,TAIWAN,WU M-H,UNKNOWN,WU M-H,UNKNOWN,UNKNOWN,KAOHSIUNG,WU M-H,,,,,,,
FALSE,JINN FWU TSAIR NO.66,[JINN FWU TSAIR NO.66],416002291,,BJ4785,[BJ4785],YI SHENG CAI,TWN,FISHING,DRIFTING_LONGLINES,79,2004,25.9,TSAI CHEN G-M,TSAI CHEN G-M,TAIWAN,TSAI CHEN G-M,UNKNOWN,TSAI CHEN G-M,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAI CHEN G-M,,,,,,,
FALSE,YOU HER FA,[YOU HER FA],416002557,,BJ5208,[BJ5208],YOU YU FA,TWN,FISHING,DRIFTING_LONGLINES,49,1988,22.24,WANG Q-Q,,TAIWAN,WANG Q-Q,UNKNOWN,WANG Q-Q,UNKNOWN,UNKNOWN,KAOHSIUNG,WANG Q-Q,8530336,,,VESSEL IN OWNERSHIP FLEET HAS IUU/DEROG REPORTS,Vessel identified unloading shark fins illegally in Taiwanese ports in 2015.,IUU,https://www.greenpeace.org/static/planet4-international-stateless/2016/04/1f3e47c1-taiwan-tuna-rpt-2016.pdf
FALSE,YU CHUN NO166,[YU CHUN NO166],416002605,,BJ4837,[BJ4837],,TWN,FISHING,DRIFTING_LONGLINES,72,2005,26.1,HWANG S-J,HWANG S-J,TAIWAN,HWANG S-J,UNKNOWN,HWANG S-J,UNKNOWN,UNKNOWN,KAOHSIUNG,HWANG S-J,,,,,,,
FALSE,FU GUO NO.28,[FU GUO NO.28],416002642,,TEST,[TEST],,TWN,FISHING,DRIFTING_LONGLINES,,,,UNKNOWN,,,,,,,,,,,,,,,,
TRUE,JIN MING CAI NO6,"[JIN MING CAI NO.6, JIN MING CAI NO6]",416002724,,BJ4658,[BJ4658],,TWN,FISHING,DRIFTING_LONGLINES,98,2001,28,TSAY CHERN L-L,TSAY CHERN L-L,TAIWAN,TSAY CHERN L-L,UNKNOWN,TSAY CHERN L-L,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAY CHERN L-L,,,,,,,
FALSE,FWU TSAIR YIH NO.1,[FWU TSAIR YIH NO.1],416002747,,BJ4855,[BJ4855],,TWN,FISHING,DRIFTING_LONGLINES,79,2005,25.8,CHERN C-H,CHERN C-H,TAIWAN,CHERN C-H,UNKNOWN,CHERN C-H,UNKNOWN,UNKNOWN,KAOHSIUNG,CHERN C-H,,,,,,,
FALSE,AN WEN FA,[AN WEN FA],416002799,,BJ4875,[BJ4875],,TWN,FISHING,DRIFTING_LONGLINES,79,2006,27,TSAI J-H,TSAI J-H,TAIWAN,TSAI J-H,UNKNOWN,TSAI J-H,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAI J-H,,,,,,,
FALSE,SYU MAN CAI,[SYU MAN CAI],416002804,,BJ4872,[BJ4872],SHUN MAN FA NO. 2,TWN,FISHING,DRIFTING_LONGLINES,99,2006,29.7,TSAY J-W,TSAY J-W,TAIWAN,TSAY J-W,UNKNOWN,TSAY J-W,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAY J-W,,,,,,,
FALSE,"In 2021, the Taiwan Fishing Authority fined JIN MAAN FA NO. 66 and its operator, Mei-Hua Huang, for violating provisions on fin-to-carcass ratio for Blue Shark",[JIN MAAN FA -66],416002896,,6666,"[BJ4915, 6666]",,TWN,FISHING,DRIFTING_LONGLINES,83,2006,22.46,HUANG M-H,HUANG M-H,TAIWAN,HUANG M-H,UNKNOWN,HUANG M-H,UNKNOWN,UNKNOWN,KEELUNG,HUANG M-H,,,,THIS VESSEL HAS IUU/DEROG REPORTS,"In 2021, the Taiwan Fishing Authority fined JIN MAAN FA NO. 66 and its operator, Mei-Hua Huang, for violating provisions on fin-to-carcass ratio for Blue Shark. Source: https://www.fa.gov.tw/en/PolicyIUU/content.aspx?id=7&chk=badd616e-9ebb-4223-af8e-c79c71a6ccf5&param=pn%3d1",IUU,https://www.fa.gov.tw/en/PolicyIUU/content.aspx?id=7&chk=badd616e-9ebb-4223-af8e-c79c71a6ccf5&param=pn%3d1
FALSE,WAN RONG FA,"[WAN RONG FA, JIN MAN XIANG NO.36]",416002938,,BK6387,[BK6387],JIN MAAN HSIANG NO. 36,TWN,FISHING,SET_LONGLINES,29,1985,18.95,LII C-A,LII C-A,TAIWAN,LII C-A,UNKNOWN,LII C-A,UNKNOWN,UNKNOWN,KAOHSIUNG,LII C-A,,,,,,,
TRUE,LINE YU FA NO32,[LINE YU FA NO32],416002998,,BJ4607,[BJ4607],,TWN,FISHING,DRIFTING_LONGLINES,67,2000,27.45,HUANG J-F,HUANG J-F,TAIWAN,HUANG J-F,UNKNOWN,HUANG J-F,UNKNOWN,UNKNOWN,KAOHSIUNG,HUANG J-F,,,,,,,
FALSE,JIN FU SHENG,"[JINFU-SHENG, JIN FU SHENG]",416003063,,,[BJ4036],CHYUAN LIANG FA NO. 168,TWN,FISHING,DRIFTING_LONGLINES,73,1989,23.65,HUNG F-C,,TAIWAN,HUNG F-C,UNKNOWN,HUNG F-C,UNKNOWN,UNKNOWN,KAOHSIUNG,HUNG F-C,,,,,,,
FALSE,LIEN YU FA NO 66,[LIEN YU FA NO 66],416003205,,BJ4584,[BJ4584],,TWN,FISHING,DRIFTING_LONGLINES,62,1999,27,CHEN M-Y,CHEN M-Y,TAIWAN,CHEN M-Y,UNKNOWN,CHEN M-Y,UNKNOWN,UNKNOWN,KAOHSIUNG,CHEN M-Y,,,,,,,
FALSE,SHUN YI SIN,[SHUN YI SIN],416003315,,BJ4995,[BJ4995],,TWN,FISHING,DRIFTING_LONGLINES,82,2007,23,TSAI C-F,TSAI C-F,TAIWAN,TSAI C-F,UNKNOWN,TSAI C-F,UNKNOWN,UNKNOWN,KAOHSIUNG,TSAI C-F,,,,,,,
FALSE,JIN SING SHYANG NO11,[JIN SING SHYANG NO11],416003484,,BG3820,[BG3820],DA WEI NO. 3,TWN,FISHING,DRIFTING_LONGLINES,145,2008,30.4,HUNG F-C,,TAIWAN,HUNG F-C,UNKNOWN,HUNG F-C,UNKNOWN,UNKNOWN,KAOHSIUNG,HUNG F-C,,,,,,,
FALSE,XING HUA SHENG 686,[XING HUA SHENG 686],416004105,,BI 2602,[BI 2602],HUA SHENG NO. 626,TWN,FISHING,SQUID_JIGGER,960,2010,72.8,FAIR WELL FISHERY CO LTD,FAIR WELL FISHERY CO LTD,TAIWAN,ZHEN MAN FISHERY CO LTD,UNKNOWN,ZHEN MAN FISHERY CO LTD,UNKNOWN,UNKNOWN,KAOHSIUNG,ZHEN MAN FISHERY CO LTD,,,,,,,
FALSE,HUA SHENG NO.636,[HUA SHENG NO.636],416004186,8682098,BI2606,[BI2606],,TWN,FISHING,SQUID_JIGGER,960,2010,72.8,FAIR WELL FISHERY CO LTD,FAIR WELL FISHERY CO LTD,TAIWAN,J HONOR FISHERY CO LTD,UNKNOWN,J HONOR FISHERY CO LTD,UNKNOWN,UNKNOWN,KAOHSIUNG,J HONOR FISHERY CO LTD,,,,,,,
FALSE,JIA CHENG NO.168,[JIA CHENG NO.168],416004363,,BJ5087,[BJ5087],,TWN,FISHING,DRIFTING_LONGLINES,78,2012,20.16,LAI K-C,LAI K-C,TAIWAN,LAI K-C,UNKNOWN,LAI K-C,UNKNOWN,UNKNOWN,SUAO,LAI K-C,,,,,,,
FALSE,JIN HO NO.33,[JIN HO NO.33],416070700,,BJ4621,[BJ4621],,TWN,FISHING,DRIFTING_LONGLINES,79,2000,27,HORNG S-A,HORNG S-A,TAIWAN,HORNG S-A,UNKNOWN,HORNG S-A,UNKNOWN,UNKNOWN,KAOHSIUNG,HORNG S-A,,,,,,,
TRUE,MAN QING FONG NO33,[MAN QING FONG NO33],416225800,,BJ4419,[BJ4419],JIN JIN FA NO. 88,TWN,FISHING,DRIFTING_LONGLINES,57,1995,22,HUANG Q-Y,HUANG Q-Y,TAIWAN,HUANG Q-Y,UNKNOWN,HUANG Q-Y,UNKNOWN,UNKNOWN,KAOHSIUNG,HUANG Q-Y,,,,,,,
TRUE,YOU JI YI,[YOU JI YI],416227600,,BJ5003,[BJ5003],,TWN,FISHING,DRIFTING_LONGLINES,93,2008,23.9,WANGSYU Y-C,,TAIWAN,WANGSYU Y-C,UNKNOWN,WANGSYU Y-C,UNKNOWN,UNKNOWN,KAOHSIUNG,WANGSYU Y-C,,,,,,,
FALSE,SHUN HONG,[SHUN HONG],416227800,,BJ5004,[BJ5004],,TWN,FISHING,DRIFTING_LONGLINES,91,2008,23.92,WU C-H,,TAIWAN,WU C-H,UNKNOWN,WU C-H,UNKNOWN,UNKNOWN,KAOHSIUNG,WU C-H,,,,,,,
FALSE,SHUN WUN FA,[SHUN WUN FA],416228900,,BJ5006,[BJ5006],,TWN,FISHING,DRIFTING_LONGLINES,92,2009,23.9,CHEN Y-R,CHEN Y-R,TAIWAN,CHEN Y-R,UNKNOWN,CHEN Y-R,UNKNOWN,UNKNOWN,KAOHSIUNG,CHEN Y-R,,,,,,,
