Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,New_vessel
NO.128 KAIGATAMARU,432984000,9709831,JPN,7JRE,479,57.43,2014,,set_longlines,"KESENNUMA, MIYAGI",JAPAN, ,KAIGATA SUISAN KK,,KAIGATA SUISAN KK,KAIGATA SUISAN KK,KAIGATA SUISAN KK,,,,,,,,FALSE,2025-04-18T02:30:00Z,45.88,JPN,KESENNUMA,FALSE,TRUE,TRUE,FALSE,0,16,48,https://globalfishingwatch.org/map/vessel/dc3f954a1-1463-8ae3-be8b-64a59c386a18?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"AKEBONOMARU NO,53",431501789,8344086,JPN,NA,19,0,2004,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,KAIYO BUSSAN,,KAIYO BUSSAN,KAIYO BUSSAN, ,,,,,,,,FALSE,2025-05-26T00:35:00Z,7.96,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,1,1,https://globalfishingwatch.org/map/vessel/cc2cb51fa-a25b-64c4-32ef-ea21af9fac16?&start=2025-05-24&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
WAKASHIOMARU NO.31,431501786,8344103,JPN,NA,19,0,2004,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,KAIYO BUSSAN,,KAIYO BUSSAN,KAIYO BUSSAN, ,,,,,,,,FALSE,2025-05-19T01:10:00Z,14.92,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,1,0,https://globalfishingwatch.org/map/vessel/8ab6e2e6b-ba7b-da34-a7fa-4fcea42cf26e?&start=2025-05-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KIYO MARU NO.18,431914000,9161601,JPN,JBSW,455,61,1997,,pole_and_line,"KESENNUMA, MIYAGI",JAPAN, ,KANESHIMEICHI,,KANESHIMEICHI,KANESHIMEICHI, ,,,,,,,,FALSE,2025-05-30T04:11:00Z,3.79,JPN,KESENNUMA,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/81139e17c-cfaf-267b-cbd8-872b6fc6a8ee?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431914000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KOEI MARU NO.6,431749000,9902380,JPN,7KGW,497,57.43,2020,,drifting_longlines,"ICHIKIKUSHIKINO, KAGOSHIMA",JAPAN, ,KANZAKI SUISAN KK,,KANZAKI SUISAN KK,KANZAKI SUISAN KK, ,,,,,,,,FALSE,2025-05-20T14:11:00Z,13.38,JPN,SHIMIZU,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/577eec0c5-56e8-0556-ebe3-8e20564a0e6e?&start=2025-05-18&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431749000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CORONA BRAVE,431838000,9277577,JPN,7KNJ,48025,229.93,2006,JP GUNJO,set_longlines,"KOBE, HYOGO",JAPAN,KAWASAKI KISEN KAISHA LTD,KAWASAKI KISEN KAISHA LTD,JAPAN,KAWASAKI KISEN KAISHA LTD,K LINE RORO BULK SHIP MGMT CO,K LINE RORO BULK SHIP MGMT CO,,,,,,,,FALSE,2025-05-17T02:27:00Z,16.88,AUS,AU NTL,TRUE,TRUE,FALSE,TRUE,0,11,18,https://globalfishingwatch.org/map/vessel/868e5cca4-4a1a-7526-7f02-1ecce21f890c?&start=2025-05-15&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431838000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KANAE MARU,431517000,9894820,JPN,7KFR,149,38.91,2019,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,KESENNUMA KANAE GYOGYO KK,,KESENNUMA KANAE GYOGYO KK,KESENNUMA KANAE GYOGYO KK, ,,,,,,,,FALSE,2025-05-02T00:59:00Z,31.96,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,13,23,https://globalfishingwatch.org/map/vessel/c394c9025-51ff-05f6-c3cc-7ae5d5deeea9?&start=2025-04-30&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KESEN MARU,431782000,9966647,JPN,NA,240,38.91,2022,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,KESENNUMA KANAE GYOGYO KK,,KESENNUMA KANAE GYOGYO KK,KESENNUMA KANAE GYOGYO KK, ,,,,,,,,FALSE,2025-05-30T07:28:00Z,3.67,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/f1135590d-d52f-092f-55a3-17e0e193326d?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431782000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KIFUKUMARU NO51,431600220,9115652,JPN,JM6090,149,37.4,1994,,drifting_longlines,"NANGO, MIYAZAKI",JAPAN, ,KIFUKU SUISAN,,KIFUKU SUISAN,KIFUKU SUISAN, ,,,,,,,,FALSE,2025-05-25T14:30:00Z,8.38,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/a0a38fd5b-b945-b5b0-1782-a547eaf9e6da?&start=2025-05-23&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600220,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
DAPINGYUYUN99,412549338,9931202,CHN,BZU9J,5185,117.43,2021,,carrier,"DANDONG, LIAONING","CHINA, PEOPLE'S REPUBLIC OF",LIAONING DAPING FISHERY,LIAONING DAPING FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",LIAONING DAPING FISHERY,LIAONING DAPING FISHERY,LIAONING DAPING FISHERY,Both,IUU,This reefer was involved in servicing a fleet suspected to be operating in Puntland in contravention of Somali Federal Government regulations prohibiting trawling in the Somali EEZ (however fleet was likely authorised at a local / State level),Human Rights / Forced Labor,Forced labor indicators present onboard multiple vessels in LIAO DONG YU fleet; Indonesian crew were abandoned in Somalia with at least two dead.,"[LIAO DONG YU 585, LIAO DONG YU 575, LIAO DONG YU 580, LIAO DONG YU 577, LIAO DONG YU 576, LIAO DONG YU 571, LIAO DONG YU 578, LIAO DONG YU 579, LIAO DONG YU 572, LIAO DONG YU 570, LIAO DONG YU 582]",TMT Internal; https://www.theoutlawocean.com/LIAODONGYU_POSITIONS.PDF,FALSE,2025-04-30T15:14:00Z,33.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,12,23,0,https://globalfishingwatch.org/map/vessel/ded97a9e2-230e-914f-0635-78e0998bcec8?&start=2025-04-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,FALSE
MAN SHUEN NO.12,416001255,8555441,TWN,BJ4636,95,23.4,2000,,drifting_longlines,SUAO,TAIWAN,LIOU B-J,LIOU B-J,TAIWAN,LIOU B-J,LIOU B-J, ,,,,,,,,FALSE,2025-03-17T03:23:00Z,77.83,TWN,SUAO,FALSE,TRUE,TRUE,TRUE,0,67,103,https://globalfishingwatch.org/map/vessel/8348480fb-ba98-8db3-9701-367d4559e763?&start=2025-03-15&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/416001255,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,23,12,0,0,0,0,1,28,12,0,0,0,0,FALSE
PERSEUS,273619760,9924338,RUS,UBPY2,5117,93,2023,,trawlers,,RUSSIA,LUNTOS CO LTD,LUNTOS CO LTD,RUSSIA,LUNTOS CO LTD,LUNTOS CO LTD,LUNTOS CO LTD,,,,,,,,FALSE,2025-05-15T05:21:00Z,18.75,RUS,PETROPAVLOVSK,FALSE,TRUE,TRUE,TRUE,1,2,42,https://globalfishingwatch.org/map/vessel/5f0b65fdc-c0df-82e0-b291-c55cfed9ecd4?&start=2025-05-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/273619760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,FALSE
YUKIMARU NO17,432776000,9497701,JPN,NA,119,36.7,2010,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,MARUKITA SHOTEN,,MARUKITA SHOTEN,MARUKITA SHOTEN, ,,,,,,,,FALSE,2025-05-24T02:10:00Z,9.88,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,5,0,https://globalfishingwatch.org/map/vessel/26dcd72f9-9e69-e0b2-798b-b55ebc46e17d?&start=2025-05-22&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MEIHO MARU NO.22,431801000,9119751,JPN,JDUT,499,0,1995,KYOYO MARU NO. 2,pole_and_line,"SHIOGAMA, MIYAGI",JAPAN, ,MEIHO GYOGYO KK,,MEIHO GYOGYO KK,MEIHO GYOGYO KK, ,,,,,,,,FALSE,2025-05-25T01:55:00Z,8.92,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,2,10,https://globalfishingwatch.org/map/vessel/46253ee96-6e85-1b40-7519-f7171e287b13?&start=2025-05-23&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431801000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MEIHO MARU NO37,431579000,9830707,JPN,7KAV,499,65.45,2017,,pole_and_line,"SHIOGAMA, MIYAGI",JAPAN, ,MEIHO GYOGYO KK,,MEIHO GYOGYO KK,MEIHO GYOGYO KK, ,,,,,,,,FALSE,2025-05-30T20:56:00Z,3.13,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/ade2fd018-8acc-7a73-5e08-47e28604ab4f?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MINAMARU,431501697,8344787,JPN,NA,14,0,1995,TAKA MARU,drifting_longlines,"HYUGA, MIYAZAKI",JAPAN, ,MINAMARU INC,,MINAMARU INC,MINAMARU INC, ,,,,,,,,FALSE,2025-05-30T20:05:00Z,3.13,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/0c4d98c66-6573-2561-4738-5dc270160a41?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CHIRYUMARU NO.3,431600260,8344256,JPN,NA,19,0,1994,TAIRYO MARU NO. 31,drifting_longlines,"MUROTO, KOCHI",JAPAN, ,OIKE D,,OIKE D,OIKE D, ,,,,,,,,FALSE,2025-05-12T09:30:00Z,21.58,JPN,SHIOGAMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/e20fc7a7c-cfec-2c9a-5f8b-34035ebe1e34?&start=2025-05-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TOKUEIMARU NO.17,431410000,9810745,JPN,7JXY,499,65.45,2016,,pole_and_line,"OWASE, MIE",JAPAN, ,OKINAKA H,,OKINAKA H,OKINAKA H, ,,,,,,,,FALSE,2025-05-27T21:09:00Z,6.08,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,0,6,https://globalfishingwatch.org/map/vessel/d194ecbab-bd7c-ea1c-6cb9-0d9875939595?&start=2025-05-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
LURONGYUANYU301,412549133,9895367,CHN,BZZU4,899,53.98,2019,,fishing,"SHIDAO, SHANDONG","CHINA, PEOPLE'S REPUBLIC OF",SHANDONG SHAWODAO OCEAN,RONGCHENG CITY RONGYUAN FISH,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG CITY RONGYUAN FISH,RONGCHENG CITY RONGYUAN FISH, ,Sister Ship,,,Multiple,LU RONG YUAN YU 668 IUU fishing in the Argentine EEZ and evaded arrest. LU RONG YUAN YU 668/977/978 disembarked dead crew members. LU RONG YUAN YU 978 transshiped without authorization in Uruguay EEZ. Forced labor indicators on the LU RONG YUAN YU 559. 6 fishing vessels in the Rongcheng Rongyuan fleet were accused of switching fishing gear types to an unauthorised type whilst operating within IOTC convention area in 2019. The vessels were recalled to China for inspection by China MOA. ,"[LU RONG YUAN YU 668, LU RONG YUAN YU 977, LU RONG YUAN YU 978, LU RONG YUAN YU 559]","https://web.archive.org/web/20210601160526/HTTPS://WWW.GREENPEACE.ORG/STATIC/PLANET4-SOUTHEASTASIA-STATELESS/2021/05/EF65BFE1-GREENPEACE-2021-FORCED-LABOUR-AT-SEA-DIGITAL_FINAL.PDF
https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-678
https://www.infobae.com/america/medio-ambiente/2022/10/04/como-afecta-la-pesca-ilegal-china-en-uruguay-depredacion-del-mar-y-ausencia-de-controles/ 
",FALSE,2025-03-28T20:58:00Z,66.13,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,75,37,https://globalfishingwatch.org/map/vessel/71e26b0f7-7c79-c2ba-7708-9f7ce6358652?&start=2025-03-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
LURONGYUANYUYUN678,412330148,9840362,CHN,BCLO2,3116,0,2017,,carrier,"SHIDAO, SHANDONG","CHINA, PEOPLE'S REPUBLIC OF",SHANDONG SHAWODAO OCEAN,RONGCHENG CITY RONGYUAN FISH,"CHINA, PEOPLE'S REPUBLIC OF",RONGCHENG CITY RONGYUAN FISH,RONGCHENG CITY RONGYUAN FISH, ,Both,Transmission,LU RONG YUAN YU 678 disabled its AIS for 239 hours (9.96 days) on the East side of the South Atlantic Ocean and reactivated it on the West side of the South Atlantic Ocean in November-December 2021.,Multiple,LU RONG YUAN YU 668 IUU fishing in the Argentine EEZ and evaded arrest. LU RONG YUAN YU 668/977/978 disembarked dead crew members. LU RONG YUAN YU 978 transshiped without authorization in Uruguay EEZ. Forced labor indicators on the LU RONG YUAN YU 559. 6 fishing vessels in the Rongcheng Rongyuan fleet were accused of switching fishing gear types to an unauthorised type whilst operating within IOTC convention area in 2019. The vessels were recalled to China for inspection by China MOA. ,"[LU RONG YUAN YU 668, LU RONG YUAN YU 977, LU RONG YUAN YU 978, LU RONG YUAN YU 559]","https://web.archive.org/web/20210601160526/HTTPS://WWW.GREENPEACE.ORG/STATIC/PLANET4-SOUTHEASTASIA-STATELESS/2021/05/EF65BFE1-GREENPEACE-2021-FORCED-LABOUR-AT-SEA-DIGITAL_FINAL.PDF
https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-678
https://www.infobae.com/america/medio-ambiente/2022/10/04/como-afecta-la-pesca-ilegal-china-en-uruguay-depredacion-del-mar-y-ausencia-de-controles/ 
",FALSE,2025-05-28T17:24:00Z,5.25,CHN,SHIDAO,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/d26cb941e-e63e-905b-58d5-18ae3cd8ffb2?&start=2025-05-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412330148,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,FALSE
731ORYONG,440920000,8920919,KOR,DTAD4,582,53.3,1990,OYANG NO. 373,drifting_longlines,BUSAN,"KOREA, SOUTH",SAJO INDUSTRIES CO LTD,SAJO INDUSTRIES CO LTD,"KOREA, SOUTH",SAJO INDUSTRIES CO LTD,SAJO INDUSTRIES CO LTD,SAJO INDUSTRIES CO LTD,Sister Ship,,,Multiple,"ORYONG NO. 721 charged in the Marshall Islands for fishing without a license. Crew members reported abusive working and living conditions prior on the ORYONG NO. 501 prior to its sinking, where 50 crew were reporting missing. SAJO FAMILIA caught fishing without VMS in WCPFC Convention area. ORYONG NO. 316 had unrecorded trannshipment in WCPFC. ","[ORYONG NO. 721, ORYONG NO. 501, ORYONG NO. 735, SAJO FAMILIA, ORYONG NO. 316]","https://issuu.com/apilkorea/docs/tied_at_sea_english
https://web.archive.org/web/20210107173451/HTTPS://ISSUU.COM/GPSEOUL/DOCS/APR-2013-IUU-REPORT-KOR
https://web.archive.org/web/20200514074741/HTTPS://WWW.RNZ.CO.NZ/INTERNATIONAL/PACIFIC-NEWS/416285/EXPERT-FISHERIES-MANAGEMENT-101-WORKS-IN-MARSHALL-ISLANDS",FALSE,2025-05-22T02:33:00Z,11.88,KOR,BUSAN,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/eae223a8e-e68e-8bde-2dc8-7f1cd084d4d7?&start=2025-05-20&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/440920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
HAI XING,412200083,8724339,CHN,BALE,6394,114.5,1987,AN XING HAI,trawlers,"SHIDAO, SHANDONG","CHINA, PEOPLE'S REPUBLIC OF", ,SHANDONG BLUE OCEAN FISHERY CO,,SHANDONG BLUE OCEAN FISHERY CO,SHANDONG BLUE OCEAN FISHERY CO, ,,,,,,,,FALSE,2025-05-02T05:51:00Z,31.75,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,6,44,https://globalfishingwatch.org/map/vessel/1392a1be1-1c19-7886-95dd-8db6119eca3a?&start=2025-04-30&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412200083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,23,0,3,0,0,0,FALSE
LURONGYUANYU305,412549136,9895393,CHN,BZZU7,899,53.98,2019,,fishing,"SHIDAO, SHANDONG","CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,Sister Ship,,,Transmission,The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.,LU RONG YUAN YU 696,https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-700,FALSE,2025-03-28T17:37:00Z,66.25,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,1,77,52,https://globalfishingwatch.org/map/vessel/e078fb4ba-ad2d-8882-597b-c4a994f06e20?&start=2025-03-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,FALSE
LURONGYUANYUYUN168,412329641,8684101,CHN,BBZS4,2244,85.99,2014,,carrier,"SHIDAO, SHANDONG","CHINA, PEOPLE'S REPUBLIC OF", ,SHANDONG LANYUE OCEAN FISHERY,,SHANDONG LANYUE OCEAN FISHERY,SHANDONG LANYUE OCEAN FISHERY, ,Sister Ship,,,Human Rights / Forced Labor,"Crew interviews conducted by Greenpeace and SBMI found indications of ILO forced labour indicators were present onboard LU RONG YUAN YU 118, owned by Shandong Lanyue Ocean Fishery Co Ltd, in 2019 and 2020.",LU RONG YUAN YU 118,https://web.archive.org/web/20210601160526/HTTPS://WWW.GREENPEACE.ORG/STATIC/PLANET4-SOUTHEASTASIA-STATELESS/2021/05/EF65BFE1-GREENPEACE-2021-FORCED-LABOUR-AT-SEA-DIGITAL_FINAL.PDF,FALSE,2025-04-23T04:11:00Z,40.79,CHN,SHIDAO,FALSE,TRUE,TRUE,TRUE,2,26,0,https://globalfishingwatch.org/map/vessel/d1db2627b-b53a-f828-a515-997ef208e5a5?&start=2025-04-21&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412329641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
SHINEIMARU NO.17,431700140,9078397,JPN,JE3114,119,39.85,1993,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,SHINEI SUISAN,,SHINEI SUISAN,SHINEI SUISAN, ,,,,,,,,FALSE,2025-05-03T02:05:00Z,30.88,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,17,37,https://globalfishingwatch.org/map/vessel/2388d45a5-59cd-44a0-46e7-7c3f54665d04?&start=2025-05-01&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431700140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
SHOEI MARU NO.8,431001270,9823704,JPN,7JZW,499,65.45,2017,,pole_and_line,"YAIZU, SHIZUOKA",JAPAN, ,SHOEI MARU KK,,SHOEI MARU KK,SHOEI MARU KK, ,,,,,,,,FALSE,2025-05-22T23:30:00Z,11,JPN,ONAGAWA,FALSE,TRUE,TRUE,TRUE,0,4,17,https://globalfishingwatch.org/map/vessel/2ea6411a3-3b07-b95e-60ef-7d098313f907?&start=2025-05-20&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431001270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,FALSE
NO.15 FUKUSHOUMARU,431600740,8343630,JPN,NA,19,0,1991,RYOSEI MARU NO. 21,drifting_longlines,"CHOSHI, CHIBA",JAPAN,SHOJI T,SHOJI T,JAPAN,SHOJI T,SHOJI T, ,,,,,,,,FALSE,2025-05-29T02:35:00Z,4.88,JPN,KATSUURA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/53c50a236-6cf0-9292-870f-dfdcf25c7c13?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MYOJIN NO1,432890000,9668415,JPN,7JNG,654,56.05,2012,,drifting_longlines,"ONAGAWA, MIYAGI",JAPAN, ,SUZUKO GYOGYO KK,,SUZUKO GYOGYO KK,SUZUKO GYOGYO KK, ,,,,,,,,FALSE,2025-04-29T02:14:00Z,34.88,JPN,KESENNUMA,FALSE,TRUE,TRUE,FALSE,0,7,31,https://globalfishingwatch.org/map/vessel/dcb50dabf-f9c4-6daa-aa3d-40aca728b421?&start=2025-04-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TERUMARU NO.8,431000857,8344141,JPN,NA,19,0,2009,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,TERUMARU SUISAN,,TERUMARU SUISAN,TERUMARU SUISAN, ,,,,,,,,FALSE,2025-05-29T01:11:00Z,4.92,JPN,SUSAKI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/0bdb13a9b-ba9d-23cf-7a5d-34e659d6027a?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431000857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
DON PASQUALE,259023000,9138513,FRO,LATF8,67141,227.9,1997,,set_longlines,BERGEN,SWEDEN,WALLENIUS LINES AB,WALLENIUS WILHELMSEN NORWAY AS,SWEDEN,WALLENIUS WILHELMSEN NORWAY AS,WALLENIUS WILHELMSEN NORWAY AS,WALLENIUS MARINE AB,,,,,,,,FALSE,2025-05-30T09:34:00Z,3.58,KOR,MOKPO,TRUE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/54af12dc7-7ad2-43ca-75bc-5df4811a704c?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/259023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
DON QUIJOTE,257264000,9138525,NOR,LATE8,67141,227.9,1998,,fishing,BERGEN,SWEDEN,WALLENIUS LINES AB,WALLENIUS WILHELMSEN NORWAY AS,SWEDEN,EUKOR CAR CARRIERS INC,WALLENIUS MARINE SINGAPORE PTE,WALLENIUS MARINE AB,,,,,,,,FALSE,2025-05-18T15:25:00Z,15.33,AUS,GEELONG,TRUE,TRUE,TRUE,TRUE,0,0,1,https://globalfishingwatch.org/map/vessel/45a97487e-eb1f-55be-2e09-8c939290f634?&start=2025-05-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/257264000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
